catapultar,Promocionar una actividad o a una persona.,Esta película le podría catapultar al estrellato.,
catástrofe,Suceso infausto que altera gravemente el orden regular de las cosas.,La catástrofe se prolongó durante años.,
caucásico,"Se dice de la raza blanca o indoeuropea, por suponerla oriunda del Cáucaso.",El maestro caucásico trabaja efectivamente. ,
caulífera,Dicho de una planta. Cuyas flores nacen sobre el tallo.,Es una planta caulífera.,
cazabombardero,"Avión de combate que persigue a otro, enemigo, y arroja bombas sobre un determinado objetivo.",Él era piloto de un cazabombardero B-52.,
cejijunto,"Que tiene las cejas muy pobladas de pelo hacia el entrecejo, por lo que casi se juntan.",Le llamaron cejijunto por sus cejas muy tupidas.,
cenicienta,Del color de la ceniza,Después de la enfermedad le quedó la cara cenicienta.,
censurable,Digno de censura.,La película era censurable.,
centímetro,Centésima parte de un metro. ,Encontramos una abeja que medía un centímetro. ,
centralización,Acción y efecto de centralizar.,Se dedicaron a la centralización del gobierno.,
centrípeta,"Que atrae, dirige o impele hacia el centro.",Se trata de la fuerza centrípeta.,
cerbatana,"Canuto en que se introducen bodoques, flechas u otras cosas, para despedirlos o hacerlos salir impetuosamente, soplando con violencia por uno de sus extremos.",Para defenderse usaba una cerbatana.,
cervicales,Perteneciente o relativo a la cerviz.,Le duelen las cervicales.,
cesárea,Operación quirúrgica,El niño nació por cesárea.,
chaleco,"Prenda de vestir sin mangas, que cubre el tronco hasta la cintura y se suele poner encima de la camisa o blusa.",Lleva traje con chaleco.,
chamuscar,Quemar algo por la parte exterior.,Apagar el horno antes de chamuscar el pavo.,
chándal,Ropa deportiva que consta de un pantalón y una chaqueta o jersey amplios.,Se puso un chándal para jugar pelota.,
charlatán,Persona que se dedica a la venta ambulante y anuncia a voces su mercancía.,El charlatán pasa enfrente de mi casa a las 10 a. de lunes a viernes.,
Chiapas,Estado libre y soberano de México. ,El año pasado mi familia y yo fuimos a Chiapas. ,
chigüín,Muchacho pequeño y desmedrado,"Allí está el papá, su chigüín debe estar cerca.",
chiismo,"Rama de la religión islámica que considera a Alí, sucesor de Mahoma, y a sus descendientes, únicos imanes legítimos.",Esta familia practica el chiismo. ,
chilindrón,"Guiso hecho con trozos de ave, cerdo o cordero, rehogados con tomate, pimiento y otros ingredientes.",Es delicioso comer pollo al chilindrón. ,
chiribitas,"Chispa, partícula encendida. ",Sentía chiribitas en los ojos.,
chiringuito,Quiosco o puesto de bebidas al aire libre.,Vendía aguas frescas en un chiringuito.,
chivato,"Dicho de un niño. Vivaz y atrevido, que mezcla ingenio y descaro.",Era un niño chivato.,
churro,Postre de la misma masa que se emplea para los buñuelos y de forma cilíndrica estriada.,Me gusta desayunar  un churro con chocolate.,
cicatrizar,"Completar la curación de las llagas o heridas, hasta que queden bien cerradas. ",La pomada de árnica ayuda a cicatrizar las heridas. ,
ciclista,Persona que anda o sabe andar en bicicleta.,El ciclista ganador es mi hermano menor.,
ciclóstomo,Clase de peces de cuerpo largo y cilíndrico,La lamprea es un ciclóstomo.,
ciempiés ,"Miriópodo de cuerpo prolongado y estrecho, con un par de patas en cada uno de los 21 anillos en que tiene dividido el cuerpo. ","En tercer grado, hice una investigación sobre el ciempiés y aprendí que viven abajo de las piedras.",
cierto,"Real, auténtico.",El pronóstico fue cierto.,
cilíndrico,"De forma de cilindro. Cañón, cuerpo cilíndrico.",El tanque de agua es alto y de cuerpo cilíndrico.,
cimbrar,"Mover una vara larga o algo flexible, asiéndolo por un extremo y vibrándolo. ",Le pegó con una vara y le hizo cimbrar.,
cinturón,Cinto que sujeta el pantalón a la cintura.,Los estudiantes usaban el cinturón con sus uniformes.,
circunferencia,"Curva plana, cerrada, cuyos puntos son equidistantes de otro, el centro, situado en el mismo plano.",Hizo una circunferencia perfecta.,
circunnavegación,Resultado de navegar alrededor de algún lugar.,El capitán logró salvar su barco gracias a la circunnavegación de los lugares peligrosos.,
cítrico,Perteneciente o relativo al limón.,Al pollo le pusieron ese sabor cítrico que tanto me gusta.,
claridad,Cualidad de claro.,El diamante tiene una claridad absoluta.,
clasismo,Actitud de quienes defienden la discriminación por motivos de pertenencia a otra clase social.,El clasismo en ese país conllevó a un gran descontento,
clonación,Acción y efecto de clonar.,Crearon un nuevo animal por medio de clonación.,
cognitivo,Perteneciente o relativo al conocimiento.,La maestra utiliza un método cognitivo en su salón. ,
coliflor,Variedad de col  compuesta de diversas cabezuelas o grumos blancos.,La coliflor con patatas y el brócoli gratinado son mis comidas favoritas.,
comenzar,"Iniciar una cosa, empezar.",La función acaba de comenzar.,
comisaría,Oficina pública y permanente de la policía.,"Tras la trifulca, todos terminaron en la comisaría.",
común,"Ordinario, vulgar, frecuente y muy sabido",Es común regalar juguetes a los niños en el día de su cumpleaños.,
comunicación,Acción y efecto de comunicar o comunicarse.,Se acabó la comunicación entre los dos.,
concha,Cubierta que protege el cuerpo de los moluscos. ,Esta tarde recogí una enorme concha en la playa.,
concreto,"Sólido, compacto, material.  Preciso, determinado, sin vaguedad.",La base de la casa fue construída con concreto.,
congénito,Que se engendra juntamente con algo.,Es un malestar congénito.,
conspiración,"Acuerdo entre dos o más personas para ir contra alguien o algo, especialmente contra la autoridad.",Habían tramado una conspiración contra el líder del partido.,
conspirar,Unirse contra su superior o soberano. Unirse contra un particular para hacerle daño.,Se reunieron los compañeros para conspirar contra el jefe del departamento que los maltrataba.,
contiguo,Que está tocando a otra cosa.,Mi cuarto está contiguo al de mi hermana,
conversar,Dicho de una o de varias personas. Hablar con otra u otras.,Me gusta conversar con mis amigos.,
coordinador,Persona que coordina un grupo de personas.,Aquel hombre es el coordinador del equipo.,
coquetear,Tratar de agradar a alguien valiéndose de ciertos medios y actitudes estudiados.,Vamos a coquetear la idea de ganarnos la lotería.,
corrección,Rectificación o enmienda de los errores o defectos .,El dentista laboró en la corrección de los dientes .,
correctibilidad,Cualidad de corregible.,Los errores son muestras de correctibilidad. ,
corregir,"Rectificar, enmendar los errores o defectos de alguien o algo.",La maestra no puede terminar de corregir su altero de composiciones.,
cosechar,Recoger la cosecha.,Ayudamos a cosechar el trigo.,
cosmovisión,Concepción del mundo o del universo. ,Tenemos una cosmovisión sobre eventos de la década pasada. ,
costa,Orilla del mar y tierra que está cerca de ella.,Tengo una casa en la costa mediterránea.,
costumbrismo,Retrato de las costumbres típicas de un país o región.,El costumbrismo en España se ha mantenido intacto por varios años. ,
cripta,Lugar subterráneo en que se acostumbraba enterrar a los muertos.,En Guanajuato visitamos una cripta de momias. ,
cromático ,Perteneciente o relativo a los colores.,Para la clase de arte escogimos un color cromático. ,
cromosomas,"Cada uno de los corpúsculos, generalmente filamentosos, que existen en el núcleo de las células y en los que residen los factores hereditarios.",El ser humano tiene 46 cromosomas.,
crueldad,"Inhumanidad, fiereza de ánimo, impiedad.",Demostraba una gran crueldad con los animales.,
cubículo,Habitación o recinto pequeño,Siempre estaba metido en su cubículo estudiando.,
cuchara,"Utensilio que se compone de una parte cóncava prolongada en un mango, y que sirve para comer alimentos líquidos o blandos.",La sopa debes comerla con la cuchara.,
cuentacuentos,Un narrador oral de cuentos e historias.,El cuentacuentos captivó a su audiencia con el cuento que presentó.,
cuento,"Narración,relato",El cuento del viaje fue muy interesante.,
cuerda,"Conjunto de hilos torcidos que forman un solo cuerpo más o menos grueso, largo y flexible.",Necesito  una cuerda para atar el paquete.,
cultivar,Cuidar la tierra y las plantas para que fructifiquen.,La gente indígena logró cultivar varias plantas comestibles.,
cumplimentar ,Visitar o saludar una persona a otra más importante.,El alcalde va a cumplimentar al gobernador.,
currículum,Datos personales de  una persona que busca trabajo,Martha presenta su currículum a la oficina de personal.,
cúspide,Parte más alta de una elevación,Llegamos a la cúspide de la montaña.,
dado,Pieza usada en los juegos de azar consistente en un cubo en cuyas caras hay señalados puntos del uno al seis.,"Agitó el dado, lo lanzó y sacó un seis.",
debutar,Una actividad que se presenta por primera vez ante el público,Hoy va a debutar como director de la empresa.,
decrépito,                                 Sumamente viejo.,El abuelo está decrépito.,
deductivo,"De la deducción, relacionado con ella o que procede por ella.",Su inteligencia combina lo deductivo con lo intuitivo.,
delicioso,"Capaz de causar delicia, muy agradable o ameno.",El helado estaba delicioso.,
demostración,Razonamiento o aplicación que muestra la verdad de algo. ,La demostración de la teoría le llevó más de una hora.,
departamento,Parte en que se divide un todo para su organización,Las joyas estaban en el departamento superior de la caja.,
deporte,Actividad física ejercida como juego o competición sujeto a normas,La natación es un deporte olímpico.,
derecho,"Directo, que no da rodeos.",Siga este camino derecho para llegar al museo.,
derranchadament e,"Desordenadamente, sin orden ni regla.",La elección de los participantes fue hecha derranchadamente.,
desarrollo,Acción y efecto de desarrollar o desarrollarse.,El desarrollo profesional es muy importante para mantenerte actualizado.,
desarticulación,Acción y efecto de desarticular.,La desarticulación de las metas entre la gente y el gobierno fue muy mala.,
desatornillador,"Instrumento de hierro u otra materia, que sirve para desatornillar y atornillar.",Pásame el desatornillador.,
desbarajuste,Confusión y alteración del orden,Tenía un desbarajuste en sus papeles.,
desbordamiento,Acción y efecto de desbordar o desbordarse.,El desbordamiento del río trajo muchos accidentes en mi ciudad.,
descalcificación,Acción y efecto de descalcificar.,La descalcificación se debilita a los huesos.,
descentralización,Hacer que dependan de distintos jefes.,La descentralización del poder ejecutivo es eminente.,
descompresión,Reducción de la presión a que ha estado sometido un gas o un líquido.,El buceador tuvo anoxia por una rápida descompresión.,
descripción,Acción y efecto de describir.,Dio una descripción del ratero.,
desemballestar,Disponerse un halcón a bajar cuando está remontado.,Vimos desemballestar al halcón.,
deshidratación,Pérdida del agua que contiene un organismo,En verano llegan muchos casos de deshidratación.,
deshuesar,Quitar los huesos a un animal o a la fruta,Él va a deshuesar el pavo para la cena.,
desintegrar,Separar los diversos elementos que forman un todo,Vio desintegrar a su familia.,
desnutrición,Debilitamiento del organismo por una nutrición insuficiente,Muchos niños alrededor del mundo sufren desnutrición.,
despacio,"Poco a poco, lentamente.",Habla despacio para que te entienda.,
despegue,Acción y efecto de despegar,El despegue de la nave fue exitoso.,
despejar,"Desembarazar, desocupar, dejar libre.",Para comer habría que despejar la mesa.,
desperezarse,"Extender y estirar los miembros, para sacudir la pereza o librarse del entumecimiento.",Él tuvo que desperezarse cuando se despertó.,
después,Denota posterioridad de lugar.,Fuimos a comer después del concierto.,
destino,Fuerza desconocida de la que se cree que actúa de forma inevitable sobre las personas y los acontecimientos.,Para los escritores románticos la fuerza del destino es un motivo literario recurrente.,
devoción,"Amor, veneración y fervor religiosos.",Tiene una gran devoción hacia la Virgen.,
devolvió,Volver algo a su estado anterior. ,El aire sano le devolvió el color al rostro.,
diablo,"Persona que tiene mal genio, o es muy traviesa, temeraria y atrevida.",Ese chico es un diablo que no se cansa de hacer travesuras.,
diabólico,Perteneciente o relativo al diablo.,Es un cuento diabólico.,
diaconal,Perteneciente o relativo al diácono.,Paco ejerce un papel diaconal en la iglesia.,
diacronía,Desarrollo o sucesión de hechos a través del tiempo,Ha escrito un artículo sobre la diacronía. ,
diagramación,Acción y efecto de diagramar.,La diagramación de la nueva escuela era interesante,
dialéctico,"Perteneciente o relativo a la dialéctica.  Arte de dialogar, argumentar y discutir.",El dialéctico del profesor fue interesante y aprendimos mucho en su clase.,
dibujo,Arte que enseña a dibujar,Se dan clases de dibujo y pintura.,
diciembre,Duodécimo mes del año. Tiene 31 días.,Cumplo años en diciembre.,
diente,Cada una de las piezas duras y blancas implantadas en los huesos maxilares del hombre y algunos animales,"Por fin, le salió su primer diente.",
difuminado,Desdibujar los colores o los contornos con el dedo o con un difumino.,El paisaje aparecía difuminado.,
digitalizada,Expresar datos en forma digital.,La información está digitalizada.,
dinosaurio,"Se dice de ciertos reptiles fósiles que son los animales terrestres más grandes que han existido, con cabeza pequeña, cuello largo, cola robusta y larga, y extremidades posteriores más largas que las anteriores, y otros con las cuatro extremidades casi iguales.",A mi hermano le encanta dibujar un dinosaurio en su cuaderno.,
director,"Persona que dirige una empresa, un negocio, una compañía teatral, etc.",Era el director de la compañía a nivel internacional.,
disculpa,Petición de perdón por haber cometido una falta,"Perdónala, se nota que su disculpa es sincera.",
disfrutar,"Deleitarse, gozar, sentir satisfacción.",Me encanta disfrutar mucho tu compañía.,
disquisición,Comentario que se aparta del tema fundamental que se trata,El estudiante hizo una disquisición en la clase.,
distinta,Que no es igual ni semejante.,Su manera de ser es muy distinta a la mía.,
dobladillo,Pliegue o remate que se hace a la ropa en los bordes,Hay que subir el dobladillo de la falda.,
dorado,De color de oro o semejante a él.,La leona tiene la melena dorada.,
droguería,                                             Trato y comercio en drogas.,Hay muchos criminales en la droguería.,
ecológico,De la ecología o relativo a ella.,Realizó un estudio ecológico.,
edredón,Cobertor o colcha de cama.,Compramos un nuevo edredón.,
educación,Proceso de socialización y aprendizaje.,Recibió buena educación en esa escuela.,
efervescente,Que está o puede estar en efervescencia.,Tomó un  líquido efervescente para combatir su gastritis,
ejecutivos,Persona que forma parte de una comisión ejecutiva o que desempeña un cargo de alta dirección en una empresa.,Es miembro de un grupo de ejecutivos.,
ejemplificación,Demostración o ilustración mediante ejemplos,La teoría resultó mucho más asequible tras la ejemplificación.,
ejemplo,"Caso o hecho sucedido en otro tiempo, que se propone, o bien para que se imite y siga.",Ella le dio buen ejemplo.,
ejercitar, Usar reiteradamente una parte del cuerpo.,El tiene que ejercitar los músculos para recuperar la movilidad de la mano.,
ejército,Conjunto de fuerzas armadas de una nación.,Nuestra nación cuenta con un ejército profesional.,
eléctrico,De la electricidad o relativo a ella,"Cuidado con ese cable, es eléctrico.",
electrocardiogram a,Gráfico obtenido por el electrocardiógrafo.,Un electrocardiograma se utiliza para supervisar el corazón.,
electrostático,Adjetivo que describe la producción de cargas eléctricas en reposo,El frotar los calcetines en la alfombra produce un efecto electrostático.,
embarazoso,Que embaraza e incomoda.,Fue muy embarazozo para mí hablar en público,
embargo,"Prohibición del comercio y transporte de armas u otros efectos útiles para la guerra, decretada por un gobierno.",Tenemos un embargo con Cuba.,
embrague,Hacer que un eje participe del movimiento de otro por medio de un mecanismo adecuado.,El embrague de la máquina no funcionaba bien.,
embravecer,Enfurecer o irritar.,Con la tarde llega el embravecer del viento.,
emergencia,Accidente o suceso que sobreviene de forma imprevista.,El país está en estado de emergencia.,
empampirolado,"Presuntuoso, jactancioso",Ese hombre es muy empampirolado.,
empeño,"Obligación de pagar en que se constituye quien empeña algo, o se empeña y endeuda.",El empeño del negocio no tuvo buen resultado.,
empréstito,"Préstamo que toma el estado o una corporación o empresa, especialmente cuando está representado por títulos negociables o al portador.",Tengo que repagar el empréstito del gobierno.,
enajenamiento,"Distracción, falta de atención, embeleso.",El enajenamiento lo hizo perder la cordura.,
encabalgamiento,Cureña en que se montaba o aseguraba la artillería.,Durante la guerra hubo un encabalgamiento.,
encanto,Persona o cosa que agrada por sus cualidades.,Los latinos son un encanto.,
encasillar,Clasificar a alguien o algo,Encasillar a personas con criterios poco flexibles.,
encauzar,"Encaminar, dirigir por buen camino un asunto, una discusión.",El moderador no supo encauzar el debate.,
enchufar,Conectar.,Tienes que enchufar la lámpara para que dé luz.,
encontrar,Dar con una persona o cosa que se busca.,Por fin pude encontrar la llave perdida.,
energúmeno,Persona poseída del demonio.,Parece un energúmeno cuando está furioso.,
enfurruñarse,Enfadarse.,Enfurruñarse es enojarse.,
engendrar,"Procrear, propagar la propia especie.",Hay que engendrar una especie.,
enhorabuena,Felicitación. manifestación de la satisfacción ,!Enhorabuena! !Felicitaciones!,
enjabonarme,"Fregar o estregar la ropa u otras cosas con jabón y agua para lavarlas, emblanquecerlas o ablandarlas.","Al enjabonarme la cabeza, se acabó el agua y no sabía qué hacer.",
enladrillado ,Pavimento hecho de ladrillos.,Caminaba firmemente por el enladrillado.,
enmohecerse,Cubrir de moho una cosa. ,Si no secas esa ropa bien va a enmohecerse.,
ennegrecer,"Teñir de negro, poner negro.",El niño tuvo que ennegrecer el cubo.,
enredar,"Enlazar, entretejer, enmarañar una cosa con otra.",Es importante no enredar el estambre.,
ensuciado,"Manchar, poner sucio algo.",Él había ensuciado su pantalón jugando canicas.,
entender,"Comprender, captar el sentido de algo.",Puede entender inglés y francés.,
entereza,"Fortaleza, firmeza de ánimo",Siempre ha desempeñado su cargo con total entereza.,
entrada,Espacio por donde se entra.,La reina uso la entrada principal del palacio.,
épico,Perteneciente o relativo a la epopeya o a la poesía heróica.,Es un personaje épico.,
epidemiología,Tratado de las epidemias,Estudiar la epidemiología es muy importante. ,
epílogo,Resumen o conclusión de lo dicho en un discurso o composición.,En el epílogo de la novela aprendimos qué pasó después de su boda.,
epistaxis,Hemorragia nasal.,"El médico me dijo que padecía epistaxis, fenómeno hemorrágico originado en las fosas nasales",
equilibrista,Artista que realiza difíciles juegos o ejercicios de equilibrio.,Ella es equilibrista en un circo ambulante.,
equinoccio,"Momento anual, del sol en el Ecuador, días y noches iguales en duración. ",El equinoccio de primavera pasa el 21 de marzo.,
erizo,"Mamífero insectívoro de unos 20 cm de largo, con el dorso y los costados cubiertos de agudas púas, la cabeza pequeña, el hocico afilado y las patas y la cola muy cortas. ",El erizo es un animal muy útil para la agricultura porque come muchos insectos que podrían dañar a las plantas.,
ermitaño,Monje que vive solo.,El ermitaño vive en una cueva.,
erradicación,"Extracción total, eliminación de algo.",Lograremos la erradicación de la viruela.,
errar,No acertar.,De vez en cuando se puede errar.,
esbeltez,Proporción adecuada y estilizada entre la altura y la anchura de los cuerpos.,Mi mamá siempre me habla de la esbeltez y las dietas.,
escabeche,"Salsa  que se hace con aceite frito, vinagre y hojas de laurel.",Los mejillones en escabeche son un ejemplo de conservación.,
escalofrío,Sensación de frío que suele producirse por emoción intensa.,Cuando escuché las noticias me corrió un escalofrío.,
escama,Lámina de origen epidérmico de los peces y reptiles,El pez perdió una escama cuando chocó con una piedra.,
escamochar,Quitar las hojas no comestibles a ciertas verduras y hortalizas.,Antes de comer las verduras las tenemos que escamochar.,
escamotear,"Quitar algo con agilidad y astucia; eludir, evitar",El mago nos sorprendió por escamotear un conejo.,
escarabajo,"Insecto coleóptero, de antenas con nueve articulaciones terminadas en maza, élitros lisos, cuerpo deprimido, con cabeza rombal y dentada por delante, y patas anteriores desprovistas de tarsos. ",El escarabajo es un insecto muy necesario en la naturaleza.,
escasez,Falta de lo necesario para subsistir.,Vivir con escasez.,
escayola,Yeso fino calcinado.,Han hecho un buen trabajo con esta escayola.,
escena,Sitio o parte del teatro en que se representa o ejecuta la obra dramática o cualquier otro espectáculo teatral.,La primera escena de la obra es la más interesante.,
escenificación,Acción y efecto de escenificar.,El creó la escenificación de la obra.,
escenografía,Decorados para el teatro.,La obra depende de la escenografía.,
escéptico,Que duda o desconfía.,El juez se muestra escéptico.,
escoba,Utensilio compuesto por un haz de ramas flexibles que sirve para limpiar el suelo,Esa escoba se llena enseguida de pelusas de polvo.,
escribir,Representar las palabras o las ideas con letras u otros signos trazados en papel u otra superficie.,Procura escribir sin faltas de ortografía.,
escrúpulo,"Duda, temor o recelo sobre si una cosa es o no cierta, moral, justa.",Estamos en la lucha contra un enemigo que no tiene ningún escrúpulo.,
escuadrón,Unidad de caballería o del cuerpo de aviación mandada normalmente por un capitán.,"Al toque de trompeta, un escuadrón atacó por la derecha y otro por el flanco izquierdo.",
escuálido,"Flaco, macilento, esquelético; familia de peces como el cazón y la lija.",El 20% que los apoyaba se ha reducido a un escuálido 13%.,
escudriñar,Mirar o examinar algo con mucha atención.,Va escudriñar hasta el ultimo rincón.,
escuela,Establecimiento público donde se da cualquier género de instrucción.,Aprendo muchas cosas en la escuela. ,
esencia,"Aquello que constituye la naturaleza de las cosas, lo permanente e invariable de ellas.",La esencia de la verdad.,
esfinge,Monstruo fabuloso con cabeza de mujer y cuerpo de león.,La esfinge custodiaba la sepultura del faraón.,
esfuerzo,Empleo enérgico del vigor o actividad del ánimo para conseguir algo venciendo dificultades.,"Con mucho esfuerzo, mi padre pudo comprar nuestra casa.",
eslavo,"De un pueblo antiguo que se extendió principalmente por el nordeste de Europa  lengua de origen indoeuropeo y las derivadas de ella, como la rusa, la búlgara o la polaca.",Polonia es un país eslavo.,
esoterismo,"Cualidad de lo que es esotérico, misterioso o enigmático. Estudio de las ciencias ocultas y parapsicológicas.",Se inició en el esoterismo en Haití.,
espabilado,"Persona lista, viva, despierta.",Dicen que mi tío es muy espabilado.,
espalda,"Parte posterior del cuerpo humano, desde los hombros hasta la cintura.",Le duele la espalda de estar tanto tiempo frente al ordenador.,
espárrago,"Planta de la familia de las iliáceas, con tallo herbáceo, muy ramoso, hojas aciculares y en hacecillos",El espárrago me pareció demasiado insípido.,
especialmente,Con especialidad.,Es especialmente limpio en su trabajo.,
espejismo,"Ilusión, apariencia engañosa de algo.",Ese oasis es solo un espejismo.,
esperar,Creer que ha de suceder alguna cosa,El chofer no pudo esperar al pasajero y se fue.,
espía,"Persona que con disimulo y secreto observa o escucha lo que pasa, para comunicarlo a quien tiene interés en saberlo.",Fue un espía en tiempos de guerra.,
espinilla,Parte delantera de la tibia o canilla de la pierna,Le dieron una patada en la espinilla.,
espléndido,"Magnífico, dotado de singular excelencia.",Me parece espléndido encontrarnos en España,
esquizofrénico,Que tiene esquizofrenia.,El hombre es esquizofrénico.,
estampado,"Dicho de un tejido. Que tiene estampados a fuego o en frío, con colores o sin ellos, diferentes labores o dibujos",La tela tiene estampado un sol.,
estancia,Habitación o sala de una casa.,Alquilamos una estancia en una posada rural.,
estatuto,"Establecimiento, regla que tiene fuerza de ley para el gobierno de un cuerpo.",El gobierno ha dictado un estatuto para regular las importaciones.,
estereotipado,"Un gesto, una actitud, o un acto formulario, repetitivo y sin emoción.",Observamos que tenía un concepto muy esteriotipado de la gente de esa región.,
estiércol,Excremento de cualquier animal.,Usa el estiércol de abono.,
estimar,Sentir aprecio o afecto por algo o alguien,Aprendí a estimar a la maestra.,
estrafalario,De aspecto sucio o desastrado.,Es un vendedor de sombreros de lo más estrafalario.,
estrangular,Ahogar a una persona oprimiéndole el cuello hasta impedir la respiración. ,El actor lo va a estrangular porque esta furioso. ,
estreno,Uso de algo por vez primera.,Vimos el estreno de la película.,
estriada,Que tiene estrías.,"Por su embarazo, tenía la piel estriada.",
estudiante,"Persona que cursa estudios, generalmente medios o superiores, en un centro docente.",El estudiante de enfermería está en huelga.,
estupefaciente,Nombre que se da a algunas drogas.,Sin duda toma un estupefaciente.,
éter,Fluido sutil e invisible que se emplea como anestésico.,Le administraron éter antes de iniciar la operación.,
ética,"Recto, conforme a la moral.",Tiene una ética muy alta en su trabajo.,
eufemismo,"Palabra o expresión con que se sustituye a otra más grosera, impertinente, violenta o que se considera tabú.",Ya dije mucho y varias veces que escribir es un acto de amor.  Y sin eufemismo.,
exacerbado,"La emoción de estar irritado, enfadado o enojado.",Ayer estaba exacerbado porque mi hermano se burló de mí.,
exagerar,"Decir, representar o hacer algo traspasando los límites de lo verdadero, natural, ordinario, justo o conveniente.","Cuando nos dice cuentos, a mi tía le gusta exagerar y nos hacer reír.",
examinar,Investigar con diligencia y cuidado algo,El doctor va a examinar al paciente.,
exasperante,Que hace perder la paciencia.,Su actitud fue exasperante.,
excelsitud,Cualidad de excelso,Se le considera una persona de excelsitud.,
exhalación,Acción de exhalar.,El carro pasa como una exhalación.,
exhortación,Acción de exhortar.,La exhortación del gobierno fue demasiado cruel. ,
éxodo,Emigración de una muchedumbre de personas.,Hubo un éxodo de inmigrantes.,
exonerado,Descargar de peso u obligación.,El acusado fue exonerado de los cargos.,
exordio,Principio o introducción de una obra literaria,El libro tiene un exordio de más de cincuenta páginas.,
explotar,Sacar utilidad de un negocio en provecho propio.,Quizo explotar al gobierno.,
exposición,Presentación o exhibición de una cosa en público,Asistimos  a la exposición de su arte.,
expósito,"Dicho de un recién nacido: Abandonado o expuesto, o confiado a un establecimiento benéfico.",El niño expósito fue abandonado.,
expropiación,Acción y efecto de expropiar.,El parque es el territorio que fue parte de la expropiación del condado. ,
extasiado,"Suspendido, arrebatado, cautivado.             ",Está extasiado con la buena noticia que le dieron.,
extendido,Algo que aumentando su superficie ocupa más lugar o espacio que el que antes ocupaba.,El mantel estaba extendido en toda la mesa.,
exterior,Que está por la parte de fuera.,El exterior del coco es áspero.,
extracción,Acción de extraer o sacar.,El dentista tuvo que hacerle una extracción.,
extranjero,Que es o viene de país de otra soberanía.,Mi hermano fue de viaje al extranjero.,
extraversión,Movimiento del ánimo que sale  por los sentidos.,Se notaba la extraversión de las participantes.,
extrínseco,"Externo, no esencial.",Cuidado con ese regalo extrínseco.,
factótum,Persona de plena confianza de otra y que en nombre de ésta despacha sus principales negocios.,La abuela nombró factótum a su sobrino.,
faja,Prenda interior elástica que ciñe la cintura o la cintura y las caderas.,Mi abuelita usaba faja.,
falda,Prenda de vestir o parte del vestido de mujer que cae desde la cintura.,Me gusta tu falda nueva. ,
falúa,Pequeña embarcación destinada al transporte de las autoridades de marina.,La falúa navegaba por el puerto. ,
familia,"Grupo de personas emparentadas entre sí que viven juntas o en lugares diferentes, y especialmente el formado por el matrimonio y los hijos.",Todos los miembros de tu familia viven cerca.,
fanfarrón,"Que presume de lo que no es, en particular de valiente.",Es un fanfarrón que a la hora de la verdad no se atrevería a hacerlo.,
fanfarronear,Hablar con arrogancia.,El mandatario se puso a fanfarronear.,
fantasía,Cosa imaginada,Esa idea es una fantasía.,
faringitis,Inflamación de la faringe.,La faringitis le ha producido fiebre.,
farmacia,"Ciencia que enseña a preparar y combinar productos naturales o artificiales como remedios de las enfermedades, o para conservar la salud.  Laboratorio y despacho del farmacéutico.",Tenía que ir a la farmacia para comprar sus medicamentos.,
fatal,Muy desgraciado,El acciente fue fatal. ,
favor,"Ayuda, asistencia que se presta de forma gratuita.",Me ha pedido un favor.,
fémur,"Hueso del muslo, que se articula por uno de sus extremos con el coxis y por el otro con la tibia y el peroné.",Se rompió el fémur jugando pelota.,
fervor,Entusiasmo o ardor con que se hace algo.,Rezó sus oraciones con fervor.,
festival,Exhibición de manifestaciones artísticas.,Fuimos al festival de cine.,
figura,Forma exterior de un cuerpo.,Ese cuadro tiene figura oval.,
filantropía,Amor al género humano.,No hay mejor trampolín que una mala conciencia para saltar a la filantropía.,
filantrópico,Se distingue por su amor a sus semejantes.,Nos topamos con un movimiento filantrópico.,
filarmónica,Apasionada por la música.,Martha toca para la filarmónica de Portales.,
filatélico,De la afición por el estudio y la colección de sellos de correos o relativo a ella.,Gasta todo su dinero en su colección de sellos porque es filatélico.,
filigrana,"Cosa delicada y pulida, trabajada con mucho cuidado y habilidad.",Esa chica hace filigrana con la arcilla.,
filmoteca,Lugar donde conservan los filmes para su estudio y exhibición. Sala en que se proyectan los filmes.  Conjunto o colección de filmes.,Mi abuela me regaló su filmoteca de las películas de Cantiflas.,
filosófico,Perteneciente o relativo a la filosofía.,Es un cuento filosófico.,
fisonomía,Aspecto particular del rostro de una persona.,Tiene una fisonomía griega.,
fitopatología,Estudio de las enfermedades de los vegetales.,El estudiante quiere estudiar fitopatología.,
flaco,"De pocas carnes, muy delgado","Debes comer más, estás demasiado flaco.",
flamígero,"Que despide llamas, o imita su forma",Su arte contenía mucho diseño flamígero.,
flecha,"Arma arrojadiza acabada en una punta de material duro por delante y una varilla por detrás, que se dispara con arco.",Los arqueros apuntaron con su flecha.,
flojera,"Debilidad o cansancio.  Pereza, negligencia o descuido.","Los domingos, me da flojera despertar temprano y prefiero dormir tarde.",
florido,Que tiene flores.,¡Qué florido y hermoso está el campo en primavera!,
fluctuación,Acción y efecto de fluctuar.,Hubo una fluctuación en la moneda de Argentina.,
fonética,Conjunto de sonidos de un idioma.,Necesitas aprender la fonética para expresarte mejor.,
forja,taller donde se da forma a un metal,En el centro de la ciudad hay una forja que  fabrica piezas para autos,
fortuito,Que sucede casualmente.,Nuestro encuentro fue fortuito.,
